Term,Overlap,Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,ko_symbol,se_event,gene_number,db
Nucleus (GO:0005634),128/4487,6.496755863127568e-4,1.639250861549554,19.62800689682445,N6AMT1;ATF2;CCNT1;HDAC10;EHMT2;INPPL1;UBP1;ENO1;GABPB1;CDC14B;MPC2;CHEK2;BBX;SMARCAD1;NEPRO;TLE1;BORA;FBXW11;VRK1;HNF1B;DICER1;ARMC8;THOC7;CLIP1;BIN1;MSH3;TIMELESS;PKP4;GEMIN8;ILRUN;HTRA2;BAZ2B;OAZ2;OSGEP;NTHL1;ECT2;TRMT1L;N4BP1;LHPP;CTC1;CHTOP;UBE2H;BRPF1;CBX5;NFATC3;CDC7;FANCE;SRPK1;CLK2;MLLT10;NSFL1C;LSM6;NASP;CNOT2;AGO2;TADA3;PPT1;MDM2;UBA3;RNPS1;PKIG;RAD18;RPS24;KDM5A;SETD5;PHF6;YBX3;RESF1;FLCN;SIN3A;TLK2;TNPO2;TOP3B;SS18;BRD1;PBRM1;RING1;ACTR6;NCOA6;STRADA;PABPC4;AKTIP;ATRX;ACAD9;AEN;TRNAU1AP;ARID1A;SIRT2;PKM;SLTM;IRF3;ESRP1;MTF2;DNAJC8;ITGB3BP;CILK1;KDM3A;AMBRA1;MLLT3;RBBP5;RBBP8;PMS2;METTL5;E2F6;APBB3;SRSF11;CENPU;TCF7L2;ATE1;MYEF2;NFYC;SWT1;LIMK2;DONSON;LRWD1;MLH1;CHFR;RAD52;MYO1C;TRMT6;TTC3;HNRNPA2B1;ERCC8;ACIN1;QRICH1;BCOR;TRIM33;SSBP4,Strap,skipping,401,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),12/143,0.0022016434613782426,4.584391373457093,47.43843404809609,IQCB1;ATAT1;FLCN;ZZZ3;LIMK2;TADA3;PKP4;CDC7;ECT2;SIRT2;CLASP1;CDC14B,Strap,skipping,401,GO_Cellular_Component_2023
DNA IR Double Strand Breaks And Cellular Response Via ATM WP3959,7/55,0.04363129477682944,6.650068146417445,57.309269339726235,RAD52;ATF2;RIF1;CHEK2;HSF1;BRCA1;BID,Strap,including,435,WikiPathway_2023_Human
ATM Signaling Pathway WP2516,6/40,0.04363129477682944,8.034142328259975,68.04531865304403,ATF2;CREB1;CHEK2;TLK1;BRCA1;BID,Strap,including,435,WikiPathway_2023_Human
Chromatin Modifying Enzymes R-HSA-3247509,19/238,0.0010514956413626361,4.034663681067791,54.86836941198365,ATF7IP;KDM5C;KDM3A;HDAC10;KDM2B;BRPF3;SETD6;DNMT3A;MSL1;TADA2A;ZZZ3;NCOR1;NSD1;BRMS1L;TADA3;KMT5B;TBL1X;MTA3;KAT14,Strap,including,435,Reactome_2022
Transcriptional Regulation By TP53 R-HSA-3700989,20/354,0.03341105515384695,2.774835870427819,25.405148094586483,SURF1;PRKAA1;TBP;CCNT1;BRPF3;MAPKAP1;COX18;BRCA1;PRKAB1;PIP4P1;TFDP2;RRAGB;CHEK2;RBBP8;PMS2;ELOC;BID;TAF2;RHNO1;MAP2K6,Strap,including,435,Reactome_2022
Organelle Biogenesis And Maintenance R-HSA-1852241,17/275,0.03341105515384695,3.0434609250398723,27.518842350104176,PLK4;CEP57;DYNLT2B;IDH2;CEP164;IFT122;IMMT;NRF1;PRKAB1;LZTFL1;ATAT1;NCOR1;CREB1;IFT81;NPHP1;TBL1X;RAB11FIP3,Strap,including,435,Reactome_2022
Regulation Of TP53 Activity R-HSA-5633007,12/157,0.03624507248009313,3.7994619711420885,32.95219480576267,PRKAA1;PIP4P1;TBP;BRPF3;CHEK2;MAPKAP1;RBBP8;BRCA1;PRKAB1;TAF2;RHNO1;MAP2K6,Strap,including,435,Reactome_2022
Small GTPase Binding (GO:0031267),19/199,2.2398071582802228e-5,4.918736645299146,80.53045530774513,USP6NL;PLEKHG3;HACE1;ANKRD27;GARRE1;MAPKAP1;ARHGAP1;MYO9B;CIB1;STK19;GAPVD1;CYRIB;LSM2;GGA1;AP1G1;PEX5;ANKFY1;DNM1L;RAB11FIP3,Strap,including,435,GO_Molecular_Function_2023
GTPase Binding (GO:0051020),20/225,2.2398071582802228e-5,4.551278283867176,72.70391183621233,USP6NL;PLEKHG3;HACE1;ANKRD27;GARRE1;MAPKAP1;ARHGAP1;MYO9B;CIB1;STK19;GAPVD1;CYRIB;LSM2;GGA1;RRAGB;AP1G1;PEX5;ANKFY1;DNM1L;RAB11FIP3,Strap,including,435,GO_Molecular_Function_2023
RNA Binding (GO:0003723),58/1411,2.7134924383043733e-4,2.0708397293763148,27.075187611997837,RBM25;TFRC;FMR1;AKAP8L;MSI1;BRCA1;ZCCHC17;VIRMA;ENDOV;UBAP2L;RARS2;EIF5A;SECISBP2;RBM18;ALG13;TRNAU1AP;GTPBP1;DDX50;ILF3;SARS2;PKM;THRAP3;ZC3H11A;ALDOA;RBMS2;ZCCHC8;POLDIP3;AKAP8;MTIF2;FXR1;DHX30;UNK;HLTF;FAM120A;SAFB2;RALY;MAP4;RBM10;MARK2;PTPN1;CPSF7;KRR1;UPF3B;IMMT;PUM1;TPD52L2;APTX;U2SURP;KTN1;LSM2;SRPK1;SEC23IP;FUBP3;HNRNPA2B1;ACIN1;EIF4G3;SUGP2;EIF4G1,Strap,including,435,GO_Molecular_Function_2023
Nuclear Receptor Binding (GO:0016922),11/115,0.004119902484874991,4.854658018867925,48.87007888512988,MED22;TCF7L2;MED14;KDM3A;NCOR1;THRAP3;WBP2;NSD1;TADA3;NRIP1;FOXP1,Strap,including,435,GO_Molecular_Function_2023
Annealing Activity (GO:0140666),3/5,0.007675469229804448,67.92708333333333,626.375556876924,FXR1;FMR1;RECQL,Strap,including,435,GO_Molecular_Function_2023
mRNA Binding (GO:0003729),16/282,0.031338313478561634,2.7705062178118327,21.144945980649016,CPSF7;RBM25;POLDIP3;SECISBP2;FMR1;UPF3B;MSI1;PUM1;FXR1;UNK;PKM;FUBP3;HNRNPA2B1;EIF4G3;RBMS2;EIF4G1,Strap,including,435,GO_Molecular_Function_2023
DNA Repair (GO:0006281),22/291,9.347868120737962e-4,3.8210932788464134,55.766661107874214,MUS81;UBE2B;FMR1;USP3;ACTR5;PNKP;XRCC3;RECQL;CIB1;BRCA1;APTX;RAD52;ENDOV;HPF1;CHEK2;HLTF;RBBP8;PMS2;ERCC8;KMT5B;POLE;RHNO1,Strap,including,435,GO_Biological_Process_2023
DNA Damage Response (GO:0006974),23/384,0.013213057670104961,2.969717343947503,33.41714816537585,MUS81;ATF2;UBE2B;FMR1;USP3;PNKP;XRCC3;RECQL;CIB1;SMC6;BRCA1;USP28;FOXP1;ENDOV;HPF1;CHEK2;HLTF;RBBP8;ERCC8;KMT5B;NAE1;BID;MAP2K6,Strap,including,435,GO_Biological_Process_2023
Regulation Of Tubulin Deacetylation (GO:0090043),5/17,0.016102783615569584,18.94670542635659,201.77074643485594,PRKAA1;TADA2A;ZZZ3;TADA3;KAT14,Strap,including,435,GO_Biological_Process_2023
Regulation Of Histone Modification (GO:0031056),5/18,0.016424252662338337,17.488372093023255,180.86361217707116,HPF1;TADA2A;ZZZ3;TADA3;KAT14,Strap,including,435,GO_Biological_Process_2023
Histone H3-K14 Acetylation (GO:0044154),4/10,0.01701902040334539,30.25367362722351,305.0544233000263,TADA2A;ZZZ3;TADA3;KAT14,Strap,including,435,GO_Biological_Process_2023
DNA Metabolic Process (GO:0006259),18/288,0.020811222425794768,3.0847322142286173,29.725425589679734,MUS81;TCF7L2;UBE2B;FMR1;USP3;ACTR5;PNKP;XRCC3;RECQL;REV1;BRCA1;RAD52;ENDOV;HPF1;HLTF;RBBP8;KMT5B;POLE,Strap,including,435,GO_Biological_Process_2023
Phosphorylation (GO:0016310),23/429,0.020811222425794768,2.634373953799799,25.10449859286544,PLK4;APP;PRKAA1;TGFB1;TBP;CCNT1;CHUK;STRADA;MAPKAP1;STK19;PRKAB1;PTK2;SRPK1;ILF3;CREB1;CHEK2;TAF8;NEK1;TLK1;MAP4K5;CSNK1G2;MARK2;TAF2,Strap,including,435,GO_Biological_Process_2023
Double-Strand Break Repair (GO:0006302),13/168,0.020811222425794768,3.8576670233909187,36.30857331868288,MUS81;PSMD14;ACTR5;PNKP;XRCC3;RECQL;CIB1;SMC6;BRCA1;RAD52;HPF1;CHEK2;RBBP8,Strap,including,435,GO_Biological_Process_2023
Protein Phosphorylation (GO:0006468),25/500,0.023333819477193755,2.4505776636713734,22.369682247011426,ATF2;APP;PRKAA1;USP15;CCNT1;STK19;CHEK2;NEK1;TLK1;MAP4K5;MARK2;PLK4;TGFB1;TBP;CHUK;STRADA;PRKAB1;CLK4;PTK2;SRPK1;ILF3;CREB1;TAF8;CSNK1G2;TAF2,Strap,including,435,GO_Biological_Process_2023
Histone H3 Acetylation (GO:0043966),6/36,0.023333819477193755,9.107226107226108,82.64352161893721,NAA60;TADA2A;ZZZ3;TADA3;KAT14;TAF2,Strap,including,435,GO_Biological_Process_2023
Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088),5/26,0.03902332639107663,10.821705426356589,91.41218861215337,DLG3;DLG5;MARK2;LLGL2;PALS1,Strap,including,435,GO_Biological_Process_2023
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),26/557,0.03902332639107663,2.278691770382956,19.02856849394775,PRKAA1;KDM3A;WBP2;BRCA1;MED14;NSD1;CHEK2;TBL1X;BTRC;MTA3;RNF111;BRD4;ATF7IP;TGFB1;CHUK;ACTR5;MSL1;MED22;ILF3;TFAP4;CREB1;FUBP3;THRAP3;TADA3;NAA16;TAF2,Strap,including,435,GO_Biological_Process_2023
Regulation Of miRNA-mediated Gene Silencing (GO:0060964),4/15,0.03902332639107663,16.497785277367644,136.8966385019974,FXR1;FMR1;PUM1;EIF4G1,Strap,including,435,GO_Biological_Process_2023
DNA Recombination (GO:0006310),6/42,0.040211180335949365,7.587024087024087,62.16645395242926,RAD52;HDAC10;XRCC3;RBBP8;BRCA1;RHNO1,Strap,including,435,GO_Biological_Process_2023
mRNA Transcription (GO:0009299),6/43,0.04282510178390634,7.381591381591382,59.50901728242262,TBP;CREB1;HLTF;HSF1;TAF8;TAF2,Strap,including,435,GO_Biological_Process_2023
Histone Modification (GO:0016570),8/81,0.04802875120337683,5.0025985691828945,39.433484271734315,TADA2A;UBE2B;USP3;BRMS1L;TADA3;TBL1X;MTA3;KAT14,Strap,including,435,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),180/5175,1.723618137921919e-10,2.0590001766472357,57.36646822399958,ATF2;VPS29;MTCH2;MIDN;TFRC;CCNT1;HDAC10;FMR1;GEMIN2;CTNND1;THYN1;STK19;CIB1;SMC6;RBPJ;VIRMA;CHEK2;BBX;ANKFY1;NEK1;KMT5B;UBAP2L;RNF111;GTF2I;TLE1;ESCO1;KDM2B;USP3;SLC35C2;RECQL;ARMC8;RFX1;CFAP410;PRKAB1;FOXP1;NISCH;ILF3;DMTF1;RRAGB;PREB;CSNK1G2;RHNO1;LLGL2;ZCCHC8;ANKRD16;PSMD14;TCF7;FXR1;SBNO1;DHX30;DPH3;HLTF;SAFB2;RPRD1B;NAE1;RAB11FIP3;KAT14;RBM10;VTI1B;CPSF7;HACE1;ANKRD27;TGFB1;UBE2B;TIPARP;BRPF3;PHF12;XRCC3;INTS2;UPF3B;TMEM192;RFXANK;MACO1;STAM;CLK4;PTK2;WAPL;LSM2;SRPK1;MLLT10;DAB2;STAG1;TADA2A;FUBP3;TADA3;PPT1;PKIG;EIF4G1;MDM1;CEP57;RPAIN;MUS81;KDM5C;SETD6;AKAP8L;CEP164;ZBTB8OS;UFSP2;MIA3;BRCA1;N4BP2L2;RESF1;SENP6;MED14;HPF1;ZMYM2;AP1G1;TLK1;ARIH1;DNM1L;GUSB;POLE;APPL1;ILKAP;EIF5A;TBP;STRADA;ACTR5;DNMT3A;TRNAU1AP;MSL1;MED22;PPM1B;NCOR1;PKM;CREB1;TFDP2;THRAP3;DNAJC5;MTF2;G2E3;ALDOA;ITGB3BP;RBMS2;LAMA5;PRKAA1;KDM3A;USP15;PPM1M;WBP2;POLDIP3;PNKP;AKAP8;UACA;GGA1;CECR2;NSD1;HSF1;NRIP1;FAM120A;USP1;RBBP8;PMS2;MARCHF7;RALY;TBL1X;APBB3;MTA3;NKTR;BRD4;ATF7IP;TCF7L2;MCOLN1;USP28;APTX;U2SURP;RAD52;SEC23IP;ITCH;TFAP4;CENPH;BRMS1L;HNRNPA2B1;TAF8;ERCC8;ACIN1;NAA16;EEF1AKMT2;PFKP;TAF2,Strap,including,435,GO_Cellular_Component_2023
Nucleus (GO:0005634),157/4487,4.7617080750229666e-9,1.987052851944772,47.39003729683034,ATF2;MTCH2;MIDN;CCNT1;HDAC10;FMR1;GEMIN2;CTNND1;THYN1;STK19;CIB1;SMC6;RBPJ;VIRMA;CHEK2;BBX;NEK1;KMT5B;UBAP2L;RNF111;GTF2I;TLE1;ESCO1;KDM2B;USP3;RECQL;ARMC8;PRKAB1;FOXP1;ILF3;DMTF1;RRAGB;PREB;CSNK1G2;RHNO1;ZCCHC8;ANKRD16;PSMD14;TCF7;FXR1;SBNO1;DHX30;DPH3;HLTF;SAFB2;RPRD1B;NAE1;KAT14;RBM10;CPSF7;HACE1;TGFB1;UBE2B;TIPARP;BRPF3;PHF12;XRCC3;INTS2;UPF3B;TMEM192;RFXANK;MACO1;CLK4;PTK2;WAPL;LSM2;SRPK1;MLLT10;STAG1;TADA2A;FUBP3;TADA3;PPT1;PKIG;EIF4G1;MDM1;CEP57;RPAIN;MUS81;KDM5C;SETD6;AKAP8L;ZBTB8OS;UFSP2;BRCA1;N4BP2L2;RESF1;SENP6;MED14;HPF1;ZMYM2;TLK1;ARIH1;POLE;APPL1;ILKAP;EIF5A;TBP;STRADA;ACTR5;DNMT3A;TRNAU1AP;MSL1;MED22;PPM1B;NCOR1;PKM;CREB1;TFDP2;THRAP3;MTF2;G2E3;ALDOA;ITGB3BP;RBMS2;LAMA5;PRKAA1;KDM3A;USP15;PPM1M;WBP2;POLDIP3;PNKP;AKAP8;UACA;CECR2;NSD1;HSF1;NRIP1;FAM120A;USP1;RBBP8;PMS2;MARCHF7;RALY;TBL1X;APBB3;MTA3;NKTR;BRD4;ATF7IP;TCF7L2;USP28;APTX;U2SURP;RAD52;TFAP4;CENPH;BRMS1L;HNRNPA2B1;TAF8;ERCC8;ACIN1;NAA16;EEF1AKMT2;PFKP;TAF2,Strap,including,435,GO_Cellular_Component_2023
Mitotic Spindle (GO:0072686),13/143,0.0010899238775812538,4.605450236966824,51.134003053895974,EML2;WAPL;EML4;ATAT1;WRAP73;TADA2A;ZZZ3;NCOR1;TFDP2;TADA3;MAP4;TBL1X;KAT14,Strap,including,435,GO_Cellular_Component_2023
ATAC Complex (GO:0140672),4/13,0.007325783967149277,20.166022170662544,179.67841250349912,TADA2A;ZZZ3;TADA3;KAT14,Strap,including,435,GO_Cellular_Component_2023
Platelet Alpha Granule Lumen (GO:0031093),7/66,0.022387151202419315,5.40717566925392,40.433474116954734,APP;TGFB1;VEGFB;PCYOX1L;ALDOA;CYRIB;VTI1B,Strap,including,435,GO_Cellular_Component_2023
Platelet Alpha Granule (GO:0031091),8/89,0.022387151202419315,4.5066643536588895,32.658366301596914,APP;TMX3;TGFB1;VEGFB;PCYOX1L;ALDOA;CYRIB;VTI1B,Strap,including,435,GO_Cellular_Component_2023
Spindle (GO:0005819),13/210,0.022387151202419315,3.0286525368681887,21.90701700270165,EML2;WAPL;EML4;ATAT1;WRAP73;TADA2A;ZZZ3;NCOR1;TFDP2;TADA3;MAP4;TBL1X;KAT14,Strap,including,435,GO_Cellular_Component_2023
Chromosome (GO:0005694),11/164,0.025780252542273573,3.2915895918115674,22.90486289543315,SELENOO;STAG1;ESCO1;CENPH;KRR1;FMR1;RECQL;SMC6;BRCA1;WAPL;RHNO1,Strap,including,435,GO_Cellular_Component_2023
SAGA-type Complex (GO:0070461),5/38,0.031862289174624116,6.882311486962649,45.62287658575109,TADA2A;ZZZ3;TADA3;KAT14;TAF2,Strap,including,435,GO_Cellular_Component_2023
Mitochondrial Outer Membrane (GO:0005741),10/151,0.038155439590255774,3.2413850646641635,20.561399450985984,ATF2;MTCH2;RHOT1;OPA1;TAFAZZIN;ACSL3;DNM1L;MFF;BID;BPHL,Strap,including,435,GO_Cellular_Component_2023
beta-catenin-TCF Complex (GO:1990907),3/12,0.038313316857657015,15.089506172839506,94.21827032739127,TCF7L2;TLE1;TCF7,Strap,including,435,GO_Cellular_Component_2023
mRNA Processing WP411,13/125,6.42970051039625e-4,5.739054568527918,76.40398615432228,RBM39;CPSF1;NCBP1;CELF1;RNMT;HNRNPR;U2AF1;CLK1;PRPF3;TRA2B;PAPOLA;RNPS1;SUGP1,Tra2b,skipping,407,WikiPathway_2023_Human
Cell Cycle WP179,10/120,0.03368185278761098,4.461415159148157,38.641334978694324,STAG2;DBF4;TFDP1;CHEK2;CHEK1;CDC7;PKMYT1;MAD1L1;CDC14B;ANAPC2,Tra2b,skipping,407,WikiPathway_2023_Human
Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,23/242,9.018350043737205e-7,5.29873002283105,109.76827541066598,CHTOP;CPSF1;NCBP1;WBP4;DDX42;HNRNPR;U2AF1;ZCRB1;THOC7;U2SURP;CCAR1;U2AF1L4;LSM6;FIP1L1;PRPF3;TRA2B;PAPOLA;NUP88;RNPS1;POLR2H;SMNDC1;SF1;SUGP1,Tra2b,skipping,407,Reactome_2022
mRNA Splicing R-HSA-72172,20/189,9.018350043737205e-7,5.939788694708194,119.0801975019252,CPSF1;NCBP1;WBP4;DDX42;HNRNPR;U2AF1;ZCRB1;U2SURP;CCAR1;U2AF1L4;LSM6;FIP1L1;PRPF3;TRA2B;PAPOLA;RNPS1;POLR2H;SMNDC1;SF1;SUGP1,Tra2b,skipping,407,Reactome_2022
mRNA Splicing - Major Pathway R-HSA-72163,19/181,1.7498861863059399e-6,5.873568155784651,111.47765059755511,CPSF1;NCBP1;WBP4;DDX42;HNRNPR;U2AF1;U2SURP;CCAR1;U2AF1L4;LSM6;FIP1L1;PRPF3;TRA2B;PAPOLA;RNPS1;POLR2H;SMNDC1;SF1;SUGP1,Tra2b,skipping,407,Reactome_2022
Cell Cycle R-HSA-1640170,33/654,4.009485154316313e-4,2.6956521739130435,35.73782585428018,SRC;PKMYT1;SYCE2;MIS18BP1;CHEK2;POLD1;ENSA;CHEK1;NUP88;POLR2H;TMPO;CENPT;DYNC1H1;BORA;ESCO1;FBXW11;ATRX;CDC7;PPP2R5C;CDK11B;HAUS2;CENPF;CLIP1;DBF4;TFDP1;STAG2;CENPI;CHMP2A;CEP63;CEP43;MAD1L1;BLZF1;ANAPC2,Tra2b,skipping,407,Reactome_2022
mRNA 3-End Processing R-HSA-72187,9/58,4.435385251667994e-4,9.019382627422829,116.65205327586231,CHTOP;NCBP1;FIP1L1;CPSF1;PAPOLA;U2AF1;RNPS1;THOC7;U2AF1L4,Tra2b,skipping,407,Reactome_2022
RNA Polymerase II Transcription Termination R-HSA-73856,9/67,0.0012629255480067012,7.61631433027205,89.14714889331667,CHTOP;NCBP1;FIP1L1;CPSF1;PAPOLA;U2AF1;RNPS1;THOC7;U2AF1L4,Tra2b,skipping,407,Reactome_2022
"Cell Cycle, Mitotic R-HSA-69278",27/523,0.0013595160260537137,2.735669567062818,31.39704366237416,SRC;PKMYT1;POLD1;ENSA;NUP88;TMPO;CENPT;DYNC1H1;BORA;ESCO1;FBXW11;CDC7;PPP2R5C;CDK11B;HAUS2;CENPF;CLIP1;DBF4;TFDP1;STAG2;CENPI;CHMP2A;CEP63;CEP43;MAD1L1;BLZF1;ANAPC2,Tra2b,skipping,407,Reactome_2022
FGFR1 Mutant Receptor Activation R-HSA-1839124,6/30,0.0030827379918878495,12.200124688279303,128.40256650840072,BAG4;FGF8;FGFR1OP2;LRRFIP1;CEP43;FGFR1,Tra2b,skipping,407,Reactome_2022
Signaling By FGFR In Disease R-HSA-1226099,8/61,0.003212011707873672,7.392065068331205,76.62489466058005,BAG4;FGF8;NCBP1;FGFR1OP2;LRRFIP1;POLR2H;CEP43;FGFR1,Tra2b,skipping,407,Reactome_2022
Metabolism Of RNA R-HSA-8953854,30/666,0.003977350987124356,2.3718782843701516,23.73702684420207,RNMT;WBP4;DDX42;HNRNPR;U2AF1;CCAR1;U2AF1L4;FIP1L1;TRA2B;EXOSC8;PAPOLA;NUP88;POLR2H;BUD23;SMNDC1;EXOSC1;CHTOP;CPSF1;NCBP1;ZCRB1;THOC7;U2SURP;QTRT1;LSM6;CNOT2;PRPF3;TSR1;RNPS1;SF1;SUGP1,Tra2b,skipping,407,Reactome_2022
Transport Of Mature Transcript To Cytoplasm R-HSA-72202,9/83,0.003977350987124356,5.964654352845308,59.35690814567315,CHTOP;NCBP1;FIP1L1;CPSF1;U2AF1;NUP88;RNPS1;THOC7;U2AF1L4,Tra2b,skipping,407,Reactome_2022
Signaling By FGFR1 In Disease R-HSA-5655302,6/36,0.006081250708501736,9.7571072319202,92.1054885556322,BAG4;FGF8;FGFR1OP2;LRRFIP1;CEP43;FGFR1,Tra2b,skipping,407,Reactome_2022
Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,20/424,0.03312282145540785,2.454652441988385,18.814372901597903,TCF7L2;RNASEH2A;NCBP1;CTBP1;RNMT;SRC;RRBP1;PIK3CB;PPP2R5C;HDAC7;BAG4;GOLGA4;NCOR1;FGF8;FIP1L1;FGFR1OP2;POLR2H;LRRFIP1;CEP43;FGFR1,Tra2b,skipping,407,Reactome_2022
Processing Of Intronless Pre-mRNAs R-HSA-77595,4/20,0.041454586978297535,12.144540942928039,89.46029310482017,CPSF1;NCBP1;FIP1L1;PAPOLA,Tra2b,skipping,407,Reactome_2022
Transport Of Mature mRNA Derived From An Intron-Containing Transcript R-HSA-159236,7/74,0.04680911822094793,5.100074626865672,36.59724020823229,CHTOP;NCBP1;U2AF1;NUP88;RNPS1;THOC7;U2AF1L4,Tra2b,skipping,407,Reactome_2022
Messenger RNA processing,16/203,0.0033095946550555848,4.246563726629922,52.4094458537303,RBM39;CPSF1;NCBP1;RNMT;CELF1;HNRNPR;U2AF1;CCAR1;CLK1;PRPF3;TRA2B;PAPOLA;NUP88;RNPS1;POLR2H;SUGP1,Tra2b,skipping,407,BioPlanet_2019
Cell cycle,23/453,0.022924220209819917,2.669264777131783,25.92682898378664,CENPT;DYNC1H1;CDC7;PPP2R5C;PKMYT1;CDK11B;HAUS2;CDC14B;HDAC7;SYCE2;CENPF;CLIP1;DBF4;TFDP1;STAG2;CENPI;MIS18BP1;CHEK2;POLD1;CHEK1;CEP63;MAD1L1;ANAPC2,Tra2b,skipping,407,BioPlanet_2019
RNA Binding (GO:0003723),70/1411,1.0059992055657952e-9,2.827156314101926,75.2119380185913,SRP19;SLC4A1AP;CELF1;RTCA;DDX42;HNRNPR;MKI67;CCAR1;FASTK;UBTF;FBRSL1;UBAP2L;NELFCD;LRRFIP1;BUD23;NOM1;NCBP1;ACTN1;LARP4B;ZCRB1;ACTN4;TRNAU1AP;GNL2;REXO4;SUPV3L1;MRPS9;SARS2;SLTM;THRAP3;PRPF3;TFAM;DAP3;ANKRD17;STAU1;RNMT;USP10;WBP4;U2AF1;RRBP1;RTF1;ADD1;SCAF8;BCLAF1;BAG4;TCOF1;FIP1L1;TRA2B;ZC3H14;SMNDC1;TRMT1L;EXOSC1;DYNC1H1;RBM39;CHTOP;MYEF2;IMMT;RSRC2;ERAL1;TPD52L2;CDK11B;U2SURP;KTN1;EIF5;LSM6;TNIP1;TSR1;RNPS1;FAM98A;TNRC6A;SUGP1,Tra2b,skipping,407,GO_Molecular_Function_2023
Regulation Of Cell Cycle Process (GO:0010564),12/130,0.027185750822872015,5.013945505256383,55.95260909877431,FLCN;PBRM1;BORA;DBF4;RACGAP1;BIN1;CHEK1;ENTR1;MKI67;PKMYT1;ECT2;RAB11A,Tra2b,skipping,407,GO_Biological_Process_2023
Intracellular Membrane-Bounded Organelle (GO:0043231),164/5175,2.1873450836976136e-8,1.9639492704527406,45.24183966411469,MTCH2;SLC4A1AP;RTCA;HNRNPR;CIB1;MKI67;CDC14B;CCAR1;EEF1B2;STK11;RPS6KA2;CHEK2;CHEK1;PAPOLA;FAM53A;UBAP2L;RNF111;GTF2I;TMPO;BORA;ESCO1;KMT5C;FBXW11;ACTN4;THOC7;CLIP1;BIN1;MSH3;PRPF3;TFAM;ANKRA2;HDGFL2;BLZF1;ANKRD17;MTMR2;CTBP1;STXBP2;BAG6;BAG4;SCFD1;RAB11FIP1;RACGAP1;BAG1;SMYD2;TBC1D14;ECT2;ZC3H14;TRMT1L;LHPP;VTI1B;CHTOP;CPSF1;NFATC3;CDC7;MEMO1;DNAJC13;FANCE;NFKB1;PTK2;AZIN1;CLK1;DAB2;EIF5;LSM6;STAG2;HOOK2;NASP;CNOT2;UBA2;RNPS1;MAN2B1;OSBPL1A;FGFR1;SLC25A1;RPAIN;KDM5A;SETD5;NAA40;CELF1;FHL1;DDX42;PIK3CB;MED17;RESF1;FLCN;UBTF;HMG20B;NELFCD;BUD23;DNM1L;YAF2;TMED5;POLG;ACTR2;PBRM1;USP48;NCBP1;STRADA;AKTIP;ATRX;PEX2;PPP2R5C;TRNAU1AP;GNL2;BAZ1B;REXO4;SENP1;SUPV3L1;TRAF7;NCOR1;TFDP1;SLTM;THRAP3;MED21;MTF2;TMBIM1;WAC;GPRC5C;PTMA;ATF6B;RNMT;ZDHHC20;USP10;GPS1;WBP4;ADD1;SCAF8;BCLAF1;RNF138;PPP1R7;TRA2B;POLD1;HSF1;EXOSC8;MKNK2;BRD9;POLR2H;SMNDC1;EXOSC1;NKTR;BRD4;MUTYH;TCF7L2;ATE1;PPIL2;MYEF2;MGMT;ASCC1;SWT1;DTNBP1;CDK11B;RAB11A;CHFR;U2SURP;CENPF;FABP5;TTC3;QRICH1;FAM98A;ERCC6;CEP43;EEF1AKMT2;TNRC6A;SSBP4,Tra2b,skipping,407,GO_Cellular_Component_2023
